words,label
rasa ku tamong mak bangik,lampung
ada yang tebal ada juga yang tipis,indonesia
"pak , hikam haga balik",lampung
"pak ali berkata , kalau kamu sakit buatlah surat izin",indonesia
di dipa kantin ni ?,lampung
boleh pinjam sajadahnya ?,indonesia
jalan-jalan ke kota menurut bacaan di atas dilakukan di hari libur,indonesia
bu budan lagi ngubati cukuk eri kena beling,lampung
bahasa perwatin mak dipakai di kalangan sanak-sanak,lampung
kemeda pusikam lapah ?,lampung
ida haga geluk-geluk sappai sekula,lampung
buku apa saja yang ada di perpustakaan sekolah mereka ?,indonesia
hamdan merumput padi di sawah,indonesia
mengambil barang yang bukan haknya,indonesia
maaf saya ketiduran,indonesia
pak aji yusuf mit kebun ni pagi-pagi becong,lampung
ke sekolah,indonesia
kami senam pagi agar badan sehat sama pikiran tenang dan bersih,indonesia
ini kebun milik bapak atau bukan ?,indonesia
anak-anak di kelas yang tidak ada guru nya ribut sekali,indonesia
ya lapah geluk-geluk,lampung
dipa pok ngedandanna ?,lampung
ayah nyani sepida,lampung
nita sama iwan punya hobi yang sama yaitu membaca buku-buku pelajaran atau buku cerita anak,indonesia
isi ni lamon macom iwa,lampung
sanak sai makung lunas lks tetahan nomor mid semester,lampung
ini yang paling jelek,indonesia
"karmin pingsan waktu istirahat , sanak-sanak cenecar seunyinni",lampung
pengatur acara berkata sama semua saudaranya sesudah hidangan disiapkan,indonesia
tidak saya tidak punya uang,indonesia
membela kebenaran dengan membabibuta,indonesia
kebersihan itu sebagian dari iman,indonesia
umpu lagi tejajak,lampung
disana ada tempat parkirnya,indonesia
kalau butuh bantuan datang saja ke rumah,indonesia
mari kita shalat berjamaah,indonesia
"ali menanyakan gurunya , mau ke mana tuan ?",indonesia
sija mak ani,lampung
nenek sakit jangan ditinggal sendiri,indonesia
riwayat waktu yang indah dahulu,indonesia
nomor berapa rumahnya ?,indonesia
hutangmu sisanya lima ribu lagi,indonesia
haga ngabeli pinsil,lampung
petani dipok sina temen-temen rajin meghatiko tanoman jagungni,lampung
nyak kung wudhu,lampung
ibu ngakuk mei si haga di kan adik,lampung
raja itu didampingi patih yang namanya patih seghangga pati,indonesia
ayahni lagi ngaghit,lampung
kak haga dapok tiket neram dapok ngantri,lampung
kepulauan ghik gunung krakatau teghukuk wisata alam ghik wisata ilmu,lampung
lames mak haga nulung keghuwa holon tuhani sai ghadu ngebalakkonni,lampung
turuti nasehat guru,indonesia
peramisi api wat telepon umum ridik dija ?,lampung
siapa yang ikut bapak dan ibunya ke pantai merak belantung ?,indonesia
nyak bekerja jak pagi tigoh dibi,lampung
nyak makkung jak ngabai-abai njuk sa,lampung
at nyak lagi makdok duit,lampung
penjajah yang ditentang oleh raden intan ialah belanda,indonesia
lamen bakas mandi di bupekalan bakas,lampung
ditetapkan jadi objek wisata dari lampung dengan sumatera selatan,indonesia
ayo masuk,indonesia
"dang sedih nak , apakmu sebeghai lagi mulang jak tanah suci !",lampung
nyak sakik betong,lampung
apakah nilai ulangan saya bagus ?,indonesia
dimana saya bisa membeli oleh-oleh ?,indonesia
kakek sedang lari,indonesia
saya belajar bahasa lampung dengan teman,indonesia
di lampung barat ada danau ranau yang indah berkilau,indonesia
penceramahnya sudah ada di depan mimbar,indonesia
ibu dan bapak yang mau menitipkan zakat ditunggu di masjid,indonesia
terima kasih sudah mengundang saya,indonesia
"papan tulis , teman sekolah , murid , guru semuanya ada di sekolah",indonesia
dimana anda dilahirkan ?,indonesia
baik benar perilakunya,indonesia
bapak jak dipa ?,lampung
ulah api adikmu miwang ?,lampung
"seghadu tiyan mandi , tiyan makai seragam seghaduni tinyan mengan",lampung
amun ditulis jama had lampung judul bacaan sina yaddo,lampung
mak ghidok ghasan aden mejong-mejong gaoh,lampung
gajih ku lunik,lampung
ngembija ibi,lampung
"pak , hamba ingin pulang",indonesia
apa janji nya komariyah sesudahnya menerima rapor ?,indonesia
dari sini anda harus ke sebelah selatan,indonesia
intonasi kalimat tanya yaitu menaik,indonesia
jam berapa pengajiannya ?,indonesia
sesudahnya dia bertanya namanya anak yang jawab tadi,indonesia
saya belajar membuat pantun,indonesia
makwat sikam mak ngedok sekelik dija,lampung
mawar melati unyinni indah,lampung
unggal massa lapogh tiyan ghuwa selalu massa rangking peghtama,lampung
abang dipanggil ibu yang menyahut adek,indonesia
apakah anda sibuk ?,indonesia
"ibu pekerjaannya di rumah , semuanya kami mengerjakan dengan baik",indonesia
kalimat dalam soal no.6 itu merupakan bagian akhir karangan,indonesia
ada juga dua gurunya yang diam di dusun lain,indonesia
tampaknya lingkungan keluarga itu perlu kita pahami,indonesia
rumahnya nomor empat belas,indonesia
bapak membawa durian,indonesia
kurang,lampung
tigoh ngadep di haribaan tuhan,lampung
saya mau membeli rok,indonesia
api ukuran na ?,lampung
kepala sekula sai baru ngenalko diri,lampung
apakah bisnya tepat waktu ?,indonesia
"ani di marahi jama minan , pemukem pudakni mak wawah",lampung
ini suami saya ali,indonesia
"sapa sai ngelanggar tanda-tanda lalu linas dapok bahaya , ulah nimbulko celaka , ngeghugiko badan tenggalan ghik hulun baghih",lampung
kalau kita tetap konsisten menjaga lingkungan hidup kita demi anak cucu kita di waktu yang akan datang,indonesia
akukko nyak wai !,lampung
nyak mik dudi sekitar jam 7 bengi,lampung
api kidah gham jadi latihan sepak bal kanah debi ?,lampung
"isini lamban lukman sangamiyanak yaddo bakas , ambai , bapak , induk , jama telu anak",lampung
mereka berjalan kaki sama-sama ke arena festival,indonesia
kakiku terinjak dengan dia,indonesia
kakek sedang duduk,indonesia
"pak , siapa yang tidak libur di hari libur ini ?",indonesia
"tetap yang menjaga lingkungan yang selaras , serasi dan seimbang",indonesia
puskam haga mengan lapah gham mit restoran,lampung
"karangan bebas , namun tetap terikat dengan aturan kebahasaan yang digunakan dalam karangan itu disebut prosa",indonesia
mengapa engkau dipanggil tidak menyahut,indonesia
apakah anda menerima cek kartu kredit ?,indonesia
ahmad pergi ke sekolah bareng teman-temannya,indonesia
dimana saya dapat melihatnya ?,indonesia
indukni gelaghni maryam,lampung
pelaku dalam bacaan di atas diantaranya papa mama kakek nenek juga abang adik,indonesia
dang lupa belajar,lampung
api dapok kurang rega na ?,lampung
ia nunda maha-maha an,lampung
kunpa ibu-mu cakak haji ?,lampung
kik wek sesuatu tinggal ucak gawoh dang sungkan-sungkan,lampung
terima kasih ali,indonesia
anak itu mesti jawabnya bagus,indonesia
layon sija sai kedua,lampung
"ulih hasan jama gughuni , puskam haga mit dipa pak ?",lampung
saya minta satu porsi daging sapi direbus,indonesia
bukuni harus beli di koperasi sekula,lampung
sai jujur pasti selamet,lampung
nyak sibuk,lampung
dia menangis tidak mau sekolah,indonesia
pira bungkus rukuk sai bela bakmu delom kebian ?,lampung
saya minta empat tiket,indonesia
tuan-tuan tanoh di tiyuh hina ngejalanko praktik rentenir,lampung
niku anjak ipa basri ?,lampung
dipa lamban ni haji yusuf ?,lampung
apa ukurannya ?,indonesia
saya sedang sedih,indonesia
"ia mak geghing bermusuhan apilagi laga , ia geghing damai",lampung
gughuni si ngajagh disan wat telu,lampung
"teman kita yang beragama katolik , protestan , kristen tiap minggu pagi mereka pergi ke gereja",indonesia
amun sekula pakailah sepatu,lampung
biya guwai matik hughang lindu sinji sangun balak temon,lampung
lapah-lapah mit kota nayah manfaatni teghutama untuk ngehibur hati nambah pengalaman dan pengetahuan tentang kota,lampung
dia patuh dengan nasihat orang tua dan guru,indonesia
api kabagh ? betik,lampung
"pak , ulah di perpustakaan lakkung ngidok buku pelajaran bahasa lampung , sikam beli di koperasi sekula disan ngidok lks ?",lampung
mati biyakni tugas ayah gham sai seghani-ghanini nyepok nafkah guno nyukupi kepeghluan gham,lampung
"pak , hikam permisi pai haga mulah",lampung
disan wat pak sanusi,lampung
masjid desa kedaton mempunyai beduk bagus sekali,indonesia
petani-petani itu bersyukur dengan tuhan yang telah memberi tanaman jagung yang subur,indonesia
adikku sayang jangan lah kamu menangis,indonesia
gajianni mawek balak,lampung
tiyan ghadu nalom ngaji al-quran,lampung
"di hari jumat tengah siang , teman-temanku pergi ke mesjid sholat jumat",indonesia
jadilah manusia yang lurus hati,indonesia
ini sudah dekat,indonesia
nilainya cukup,indonesia
"bukuku , bukumu sama bukunya disimpan di lemari",indonesia
ibu negagha lagei pidato,lampung
penceramahnya belum datang,indonesia
nilaini burak,lampung
dipa sanak-sanak jama gughu baghis ?,lampung
nyak ngilu sai tiket,lampung
mau ke mana tuan ?,indonesia
ini nona ana,indonesia
najin gughuni kughang kidang tiyan ghajin nihan ngalajagh sanak-sanak,lampung
saya minta satu porsi daging sapi dipanggang,indonesia
ulah api tiyan mak sekula ?,lampung
kalau sudah selesai memperbaiki alat-alatnya yang memasukkan siapa ?,indonesia
kak debi hallo api kabar ?,lampung
"lapangan sekolah , kapur , pensil , meja , kursi semuanya ada di sekolah",indonesia
di neraka punguni jadi olai,lampung
pak hamba pergi dulu ya,indonesia
anda harus banyak istirahat,indonesia
mughid baru sina ngenalko diri,lampung
adik lagi mandi karena mau sekolah,indonesia
api niku wat duit ?,lampung
nyak mawek ngedok lamon tugas rani iji,lampung
sawah nya dikerjakan sama orang lain,indonesia
kita berangkat ke sekolah kalau di kalender tanggalnya hitam,indonesia
rumah mewah,indonesia
makan ini enak,indonesia
kumisna kedol,lampung
sakitnya muncul setiap lima belas menit,indonesia
sina saro benor atawa sina mudah,lampung
kolam yang luasnya tujuh hektar buat memelihara udang lindu,indonesia
saat ya hughik di dunia,lampung
dimanakah kamar kecilnya ?,indonesia
penceramahni radu wat di hadap mimbar,lampung
saya pegawai tetap,indonesia
baju na pas ga,lampung
aminah nulis sughat bakal ghikni,lampung
"ita cawa jama apak ghik ibukni sai ampai tigoh , ayah ibu kuti ghumpok ampai tigoh yu",lampung
kami membuat lingkaran besar,indonesia
tanggal berapa anda lahir ?,indonesia
perusahaan kami sedang sedikit menerima orderan,indonesia
para pahlawan itu berjuang membela rakyat yang dijajah belanda,indonesia
badan gham mak mudah kena penyakik,lampung
pok sina wat di ridik ranglaya sa,lampung
bulan apa anda lahir ?,indonesia
ari lagi nyabuti uban kajongni,lampung
dimana saya bisa mencoba baju ini ?,indonesia
berapa baju sekolah yang ada di kotak nomor tujuh ?,indonesia
menceritakan pengalamannya dalam ilmu silat dan bela diri,indonesia
ilham punya kolam,indonesia
dapatkah anda memberikan saya tumpangan ?,indonesia
akuk wai pakai ngebasuh pungu,lampung
siapa nama nenek nya lukman ?,indonesia
sawahnya sudah diluku,indonesia
"wau , gamatem hikam ngenah maling jo",lampung
sesudah itu dia ke mesjid,indonesia
ghepa caghani belajagh sanak-sanak sd tepencil sudi ?,lampung
lames itu anak satu-satu nya,indonesia
penggaris itu mencong,indonesia
sapa sai nyoreti buku kakak,lampung
"teghima kasih pak , hikam permisi pai salamlikum",lampung
saya tidak enak badan,indonesia
"sekretaris , sopir , teman kantor , rekan kerja saunyinni wat di kantogh",lampung
kalo boleh saya mau menukar uang ini ?,indonesia
dia buang air besar terus abi,indonesia
kau sudah selamat dari celaka,indonesia
umurnya sekarang sudah sepuluh tahun,indonesia
"setelah kita dengar , di waktu liburan banyak pengalaman yang kita peroleh",indonesia
tiyan cakak mubil mit pasagh,lampung
berapa harga sewanya ?,indonesia
dang gham ngegampangko tiap masalah,lampung
dingin,indonesia
di hari minggu kami bersama-sama membersihkan halaman rumah,indonesia
"hai anto , api kabarni ?",lampung
"sedengko sanak-sanak sai sebai main lucak-lucakan jama karet gelang sai tijang , main sanak-sanakan , main taplak dsb",lampung
tiyan bersyukur jama tuhan sai ghadu ngeni tanoman jagung sai subur gegoh sina,lampung
pira kode wilayah na ?,lampung
disan wat holon-holon sai haga sholat bejamaah,lampung
"pak ali ngulih kuaghi ni , puskam inji jak ipa ?",lampung
yang lain jadi tikus membentuk lingkaran,indonesia
anda dapat melihatnya di internet,indonesia
pak aji yusuf ke kebun nya pagi-pagi buta,indonesia
"pak , upacagha ghadu siap dilaksanako",lampung
ibu ilham membeli keperluan dapur yang lain,indonesia
zat itu dinamakan gizi,indonesia
saldo anda sudah habis,indonesia
"ani mau ke belakang , dia permisi sama gurunya",indonesia
"jadwal pelajaran , ujian sekula , seragam sekula saunyinni wat di sekula",lampung
ilham ngeni kanikan iwa enggal dibi,lampung
saya mau ukuran sedang,indonesia
nyak pegawai negeri,lampung
apakni pesughuh di smp sina,lampung
berapa nomor teleponmu ?,indonesia
saya tinggal di blambangan umpu,indonesia
nyak ghadu beguwai di dija selama lima tahun lima bulan,lampung
mobil saya mogok,indonesia
bapak lagi keghja di sabah,lampung
dia minta pada saya untuk menunjukan jalan menuju rumahnya pak lurah,indonesia
ini kembaliannya,indonesia
"pak , berapa hari kami libur ?",indonesia
"kata sai nyatako pekerjaan , perilaku atau penguwaian disebut kata kerja",lampung
sapa gelagh pelaku si ngakuk pusaka waktu raden intan mandi ?,lampung
zat-zat sai dipeghluko badan geghal ni gizi,lampung
niku haga way pira gelas ?,lampung
dapok nyak ngeliak kartu asuransi na ?,lampung
aminah mencuci piring,indonesia
biasa gawoh,lampung
paman membuatkan keponakan mainan,indonesia
"dia membeli hasil bumi dari petani , kemudian dia menjualnya di jakarta",indonesia
kita mengusahakan menjaga badan agar badan sehat,indonesia
semakkung senam ti mulai wat pengaghahan jak gughu olah raga,lampung
"sohibul bait cawa , sikam nyampaiko ucapan teghima kasih jama kuti ghumpok , seghanta nyalami kuaghi-kuaghi ni",lampung
hinji wat epak sepatu haghong,lampung
"banyak yang dikerjakannya mulai subuh sampai malam menyiapkan makanan , mencuci , menyetrika , menyapu",indonesia
saya masih sekolah,indonesia
mengapa orang tua komariyah merasa gembira ?,indonesia
mereka menonton acara tv,indonesia
sampai jumpa lagi,indonesia
ku jamukkon delom sorokan sina,lampung
radu dibi nyak haga mulang,lampung
apakah anda sudah makan malam ?,indonesia
"nyiwi sai di tengah lawok , api kidah sina ? bulan",lampung
kira-kira yang cocok ukuran apa ya ?,indonesia
mau ke pasar,indonesia
aminah lagi nyapu,lampung
seghadu jak bedandan iya bekaca,lampung
suryadi ketauan dari bolos terus dimarahi ayahnya,indonesia
"aturan itu dibuat agar kita tertib berlalu lalang , lancar dan aman",indonesia
mughidni wat enom kelas,lampung
niku pandai dokter sai helau sayan dija ?,lampung
ini ibu ani,indonesia
"ga , dik sudah harganya",indonesia
gajah kalah melawan semut,indonesia
mereka bekejar-kejaran di halaman sekolah,indonesia
ulah sebab sina tertib ni lalu lintas mesti selalu ditughuti demi keselamatan gham jama-jama,lampung
amini mekik ngaliak maling,lampung
kakak dan adik semestinya membantu papa dan mama sebagai tanda bakti kepada orang tua,indonesia
ghena munih ki bapak ghik inai ni lapah selalu ngusungko pengeni buku-buku guwai tiyan ghuwa,lampung
bolehkah saya menggunakan telepon anda ?,indonesia
mau naik haji orang tuanya,indonesia
"tuan , tulunglah sikam si mak mampu hinji !",lampung
api wat duit sai lebih lunik ?,lampung
pelaku lom dalam bacaan di lambung diantarani papa mama umpu siti juga abang adik,lampung
api gawoh zat sai dipeghluko di lom tubuh gham ?,lampung
komariyah nunggu di luah kelas jama ghik-ghikni,lampung
sebelum senam dimulai guru olah raga membariskan anak di halaman sekolah,indonesia
saya butuh sepuluh juta,indonesia
tujuannya buat sarana mengenalkan dan memajukan objek-objek wisata kita,indonesia
lapah gham sekula ! cawa ali jama ghik-ghik ni,lampung
besok jangan lupa bawa bekal yang banyak yah,indonesia
tuliskan nama-nama isi rumah nya lukman ?,indonesia
"wat munih acagha lomba langui di selat sunda , lomba peghahu layagh ghik lomba peghahu dayung",lampung
nyak mulang pekon pakai bis,lampung
saya mau menitipkan zakat di sini,indonesia
pagi-pagi nihan tiyan ghadu minjak,lampung
saya mau minuman panas,indonesia
pira panas udara na ?,lampung
"tadi nya hitam , lama-lama jadi putih , apa itu ? uban di kepala",indonesia
dimana tempat menyimpan mukena sarungnya ?,indonesia
makan ini lumayan enak,indonesia
ini yang termurah,indonesia
saya besok mudik itu pulang kampung,indonesia
sikam pagun mak ngereti,lampung
diantaghani cagha gham ngatogh kanikan ghik inuman,lampung
febi dari menangis matanya berkaca-kaca,indonesia
"biya sinji guwai ngabeli benur atawa bibit hughang , kanikan uppan , ubat , upah kuli , ghik ngabeli solar pakai ngughikko mesin kincir",lampung
sikam laher bulan mei,lampung
nyak guwai kantor,lampung
ghani ahad peghei,lampung
di kattur,lampung
"isinya rumah lukman sekeluarga yaitu kakek , nenek , bapak , ibu , dengan tiga anak",indonesia
api nyak haga ngehalui pusikam luwot dokter ?,lampung
nyak mak kuruk sekula ngembija,lampung
wui mak sakik betongku !,lampung
karena katanya penghasilan dari tambak udang ini lebih banyak dibandingkan dengan hasil sawah,indonesia
ke pasar,indonesia
"dang ngelagok niku jama nyak , jelmani sangun leheji",lampung
